1.79225009,0.056574456,0.17293233,0.146837604,0.449118864,-0.149529815,-0.008790833,0.040050024,0.028697379,0.087178909,0.177527848,0.464685314
1.814148546,0.088573523,0.172930848,0.147140995,0.449121266,-0.112966003,-0.009358125,0.041936886,0.028665069,0.008820812,0.177599399,0.474858196
1.792244665,0.054426423,0.141616373,0.146833209,0.449905994,-0.150026562,-0.008770603,0.039373894,0.041133916,0.087197011,0.178070329,0.459547527
1.97717016,0.056741582,0.132807169,0.121608465,0.49046064,-0.022203594,0.000166285,-0.016800728,0.035909758,0.103050792,0.367731204,0.470264287
1.892889972,0.054513089,0.166785377,0.145044308,0.495045974,0.246849104,-0.006476258,-0.019917755,0.0418705,0.086569666,0.339422507,0.446741583
2.203586823,0.057862361,0.17225166,0.088714712,0.494372154,0.245616997,0.025601853,-0.019859458,0.02865913,0.105880706,0.339555858,0.448750989
1.92119032,0.149518796,0.160628165,0.123417203,0.439941305,-0.130943144,-0.032245741,-0.039126987,0.03932924,0.135474317,0.208611078,0.458154427
1.356127694,0.118348,0.16002254,0.122605645,0.498868808,-0.132976014,-0.032346813,-0.039706142,0.030615046,0.032301728,0.206413404,0.29865888
1.378897401,0.123404537,0.218885003,0.144847239,0.499378979,-0.146759848,-0.033181419,-0.038495285,0.042810304,0.032349686,0.258689971,0.299353746
2.518880434,0.197731811,0.159918698,0.114202502,0.489359132,-0.061158176,0.025315002,-0.00088935,0.021505112,0.119678015,0.277390802,0.549641095
1.333829411,0.185376356,0.126226242,0.14807598,0.410767734,-0.021239245,0.001529063,0.044841499,0.03838863,0.102598851,0.330097684,0.244485173
2.42257139,0.168786489,0.132171402,0.0828483,0.481130957,0.322966943,0.048277432,0.027598959,0.041518172,0.104637402,0.185378059,0.43290045
1.648857956,0.130923331,0.134254941,0.106054873,0.42705547,0.498352409,0.026091697,-0.045389801,0.024463152,0.122517824,0.347812988,-0.323766034
0.867337134,0.089323883,0.200919678,0.145791788,0.453446872,-0.166873803,-0.007610731,-0.029465843,0.049542288,0.14720773,0.381235478,-0.144258234
1.958212065,0.174043341,0.127820709,0.115209586,0.484027233,0.127241434,-0.010602752,0.035366052,0.038576518,0.061162593,0.358418422,-0.326403019
2.060715147,0.157870514,0.132566525,0.097663745,0.46886021,0.172071897,0.009150689,-0.048218121,0.030425917,0.026109412,0.350867153,-0.327496088
2.025453354,0.157875358,0.135599613,0.105186645,0.452722376,0.168751008,0.03517293,0.015092478,0.047603203,0.122746535,0.363455171,-0.323699414
1.011288793,0.101163301,0.162665421,0.123835005,0.408809013,0.488225836,-0.027814205,-0.00678012,0.040831965,0.059109392,0.497763287,-0.183481257
